,CDCID,GenusName,InitialExposure,LastExposure,TotalCases,Exposurestate,ExposureState,ExposureCounty1,ExposureCounty2,ExposureCounty3,ExposureCounty4,ExposureCounty5,ExposureCounty6,ExposureCounty7,ExposureCounty8,ExposureCounty9,ExposureCounty10,ExposureCounty11,ExposureCounty12,ExposureCounty13,ExposureCounty14,ExposureCounty15,ExposureCounty16,ExposureCounty17,ExposureCounty18,ExposureCounty19,TEMP,MAX,MIN,DEWP,SLP,STP,WDSP,MXSPD,PRCP,SNDP,Fog,Rain or Drizzle,Snow or Ice Pellets,Hail,Thunder,Tornado or Funnel Cloud,Median age,Immigrants,RH,SLP-STP,MSXPD-WDSP,Households Median Income,%Food preparation,"%Farming, fishing, and forestry",Population Density
0,6376,Salmonella,2011/1/8,2011/1/28,11,CT,Connecticut,New London,,,,,,,,,,,,,,,,,,,26.26190476,32.50793651,20.68571429,16.17857143,1013.557143,1013.109524,8.646031746,15.63492063,0.037142857,0.0,0.142857143,0.095238095,0.142857143,0.0,0.0,0.0,39.99013699,18789.5589,65.15681437294015,0.4476190000000315,6.988888884,66931.53973,6.122548272,0.181759333,410.3970847
1,6742,Salmonella,2011/3/9,2011/3/13,51,LA,Louisiana,Avoyelles,,,,,,,,,,,,,,,,,,,60.6,72.388,47.022,47.048,1021.114,1017.022,5.146,12.366,1.206,0.0,0.2,0.2,0.0,0.0,0.2,0.0,38.46164384,2218.287671,60.93791406249892,4.0919999999999845,7.22,32146.67123,7.55784894,2.2223451,50.43535686
2,6917,Salmonella,2011/3/3,2011/3/13,8,CT,Connecticut,New Haven,,,,,,,,,,,,,,,,,,,38.30227273,46.33636364,31.22045455,26.88181818,1023.769697,1013.184848,8.504545455,16.01818182,0.166439394,0.0,0.068181818,0.295454545,0.045454545,0.0,0.0,0.0,38.94493151,35658.21918,63.14225129054661,10.584848999999963,7.513636364999998,62243.13425,4.815985441,0.186321064,1419.958055
3,7025,Salmonella,2011/3/5,2011/3/5,18,MD,Maryland,Frederick,,,,,,,,,,,,,,,,,,,45.45,59.25,37.15,37.5,1027.2,988.55,8.0,20.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,38.22986301,13284.73699,73.5530875838529,38.65000000000009,12.0,82495.8137,3.902242845,0.245475448,350.3122247
4,7031,Salmonella,2011/3/12,2011/3/24,81,RI,Rhode Island,Bristol,Kent,Newport,Providence,,,,,,,,,,,,,,,,40.43846154,48.11730769,34.52596154,30.3,1017.727839,1009.717949,7.622115385,14.46057692,0.027019231,0.0,0.076923077,0.067307692,0.076923077,0.0,0.0,0.0,41.00780822,11548.09315,66.83712142406057,8.009890000000041,6.8384615349999995,62365.46301,6.510218273,0.270031215,1353.479588
5,7152,Salmonella,2011/1/6,2011/1/28,6,MI,Michigan,Lenawee,,,,,,,,,,,,,,,,,,,19.58695652,25.92608696,12.7173913,14.85217391,1017.904348,986.8521739,5.486956522,10.55652174,0.018695652,0.0,0.130434783,0.043478261,0.739130435,0.0,0.0,0.0,39.6860274,5415.238356,81.46138399174951,31.052174100000002,5.069565218000001,48596.07123,6.053628617,1.435768866,134.0482307
6,7198,Salmonella,2011/4/2,2011/5/4,7,MI,Michigan,Macomb,Oakland,Wayne,,,,,,,,,,,,,,,,,47.25335498,57.21125541,39.76255411,36.93268398,1012.59798,986.8799423,8.940422078,16.59399351,0.13369228,0.0,0.083333333,0.586580087,0.073051948,0.003787879,0.119047619,0.0,38.69150685,53739.06301,67.18933230845093,25.718037699999968,7.6535714320000015,54162.52877,5.919006943,0.148467239,2053.774678
7,7323,Salmonella,2011/4/5,2011/5/9,36,IL,Illinois,Kane,,,,,,,,,,,,,,,,,,,49.33142857,60.00285714,40.41714286,39.38571429,1012.742857,986.5257143,10.16,17.84285714,0.122285714,0.0,0.057142857,0.6,0.028571429,0.0,0.171428571,0.0,34.33863014,29213.32603,68.4360682499015,26.217142699999954,7.682857139999999,68965.45753,4.403564246,0.199290525,975.8025918
8,7359,Salmonella,2011/1/20,2011/1/20,7,CA,California,Fresno,,,,,,,,,,,,,,,,,,,50.3,63.0,41.0,43.5,1020.9,1008.9,0.8,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5890411,32966.45205,77.38900371548091,12.0,3.3,46877.08219,5.043389614,8.047648695,154.4105996
9,7419,Salmonella,2011/3/30,2011/4/12,14,GA,Georgia,Clarke,Clayton,DeKalb,Forsyth,Fulton,Gwinnett,Henry,Oconee,Oglethorpe,Walton,,,,,,,,,,61.60892857,74.71242857,48.64392857,44.16801587,1014.108776,980.5578571,6.409206349,13.86619048,0.118222222,0.0,0.035714286,0.192857143,0.0,0.0,0.085714286,0.0,34.72243836,29835.30589,52.71825987640616,33.550918900000056,7.4569841310000005,57015.20041,5.095858627,0.540649171,1076.603551
10,7675,Salmonella,2011/4/30,2011/4/30,10,PA,Pennsylvania,Montgomery,,,,,,,,,,,,,,,,,,,55.45,68.1,46.3,37.4,1017.7,1006.4,5.65,11.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.33424658,43112.64384,50.55545074691587,11.300000000000068,5.799999999999999,77766.76712,4.090608902,0.094223068,1642.651818
11,7887,Salmonella,2011/1/23,2011/4/20,37,CA,California,Alameda,Contra Costa,El Dorado,Monterey,Placer,Sacramento,San Joaquin,San Luis Obispo,Santa Barbara,Santa Clara,Solano,Stanislaus,,,,,,,,51.21547988,61.75352076,43.055272,40.91746494,1018.559825,996.8818012,5.777120802,13.02817682,0.070921543,0.0,0.079166936,0.20746988,0.025986662,0.000606168,0.005730761,0.0,36.27267123,42654.29235,67.72745696533727,21.678023800000005,7.251056018000001,66021.96849,5.261135579,2.44948832,693.7204475
12,7890,Salmonella,2011/5/13,2011/5/14,25,GA,Georgia,Pulaski,,,,,,,,,,,,,,,,,,,78.25,92.71,63.77,64.17,1011.3,1001.03,3.28,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.43424658,643.2643836,62.063364687572516,10.269999999999982,7.870000000000001,33827.76164,12.07702534,2.568226085,46.96391863
13,7954,Salmonella,2011/6/4,2011/6/9,20,MO,Missouri,Ray,,,,,,,,,,,,,,,,,,,82.645,93.25666667,72.185,66.81333333,1011.798333,981.5466667,7.606666667,13.72833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.65684932,1075.547945,58.95497125651745,30.25166630000001,6.121666663,54097.39041,3.191532272,0.326858299,41.48298792
14,8073,Salmonella,2011/6/11,2011/6/12,20,CT,Connecticut,New Haven,,,,,,,,,,,,,,,,,,,60.55,68.7375,57.1125,55.36666667,1014.85,1005.25,6.5375,11.45,0.457083333,0.0,0.0,0.625,0.0,0.0,0.0,0.0,38.86643836,35909.39726,83.02948191531631,9.600000000000023,4.9125,61881.28082,4.788952964,0.161979417,1419.061685
15,8234,Salmonella,2011/6/21,2011/7/15,6,NY,New York,Dutchess,Onondaga,Rockland,,,,,,,,,,,,,,,,,71.81792,82.71152,62.18464,61.6366,1011.7533,1001.673733,3.3106,9.624466667,0.11744,0.0,0.04,0.224,0.0,0.0,0.104,0.0,38.26584475,16485.00365,70.35532263742168,10.079566999999997,6.313866667,68570.97169,5.028342571,0.220557637,912.8096535
16,7960,Salmonella,2011/5/30,2011/8/1,7,MA,Massachusetts,Worcester,,,,,,,,,,,,,,,,,,,70.54296875,80.81015625,61.16640625,58.2453125,1013.048438,988.61875,5.815625,11.378125,0.13078125,0.0,0.09375,0.4609375,0.0,0.0,0.1015625,0.0,38.70054795,32079.06027,65.11334324373992,24.429688000000056,5.562500000000001,64966.43836,4.747079651,0.213580641,525.1802487
17,7962,Salmonella,2011/4/10,2011/4/10,17,GA,Georgia,Screven,,,,,,,,,,,,,,,,,,,76.7,91.4,62.6,66.5,1015.836181640625,1011.4,1.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.29863014,602.5342466,70.82552962209327,4.436181640625023,5.7,32015.60274,5.080934536,3.741670051,22.82583352
18,8001,Salmonella,2011/4/7,2011/5/3,22,TX,Texas,Tarrant,,,,,,,,,,,,,,,,,,,70.03407407,82.66740741,59.35185185,52.96296296,1009.914198,987.3637037,10.77333333,19.25111111,0.118061728,0.0,0.037037037,0.266666667,0.0,0.007407407,0.185185185,0.0,33.33972603,110947.4932,54.70337597573041,22.550494300000082,8.47777778,55915.20548,5.082700097,0.11754898,2048.874801
19,8016,Salmonella,2011/6/5,2011/6/5,14,OH,Ohio,Ottawa,,,,,,,,,,,,,,,,,,,70.85,80.7,66.55,63.78111267089844,1017.7,996.2,4.9,9.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.64356164,2143.282192,78.38882024189104,21.5,4.15,53549.46301,5.842874996,1.06072617,162.9030005
20,8040,Salmonella,2011/6/11,2011/6/11,14,GA,Georgia,DeKalb,,,,,,,,,,,,,,,,,,,79.7,91.0,73.0,62.6,1012.8,979.1,3.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34.01123288,70031.29041,56.01560165163314,33.69999999999993,10.0,51550.88767,5.323610978,0.046377275,2570.996163
21,8111,Salmonella,2011/6/13,2011/6/13,7,OR,Oregon,Clackamas,,,,,,,,,,,,,,,,,,,58.65,68.29,52.76,51.92,1015.52,995.4,6.32,12.67,0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.07534247,25594.23014,78.32184805320651,20.120000000000005,6.35,62988.87123,4.325027174,0.836450058,199.0704514
22,8203,Salmonella,2011/6/30,2011/7/1,30,MD,Maryland,Wicomico,,,,,,,,,,,,,,,,,,,75.4,88.0,61.95,56.4,1015.75,1013.45,3.6,13.05,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,7949.073973,51.75148832386548,2.2999999999999545,9.450000000000001,51248.20411,6.72213207,0.787361922,260.1458068
23,8221,Salmonella,2011/6/18,2011/10/10,5,OH,Ohio,Darke,Fayette,Greene,Mercer,,,,,,,,,,,,,,,,70.06152899,81.39804348,60.07868116,60.23705072,1015.058957,982.3495217,4.870891304,11.68015942,0.122057971,0.0,0.106521739,0.427536232,0.002898551,0.0,0.195652174,0.0,38.63684932,5091.609589,71.0623671861842,32.709435299999996,6.809268116000001,47838.68151,5.931840548,1.300312169,158.9309752
24,8448,Salmonella,2011/7/19,2011/7/22,9,AL,Alabama,Cullman,,,,,,,,,,,,,,,,,,,79.8,90.875,70.825,75.825,1014.6021118164062,981.65,2.3625,7.3875,0.07625,0.0,0.0,0.125,0.0,0.0,0.125,0.0,39.67917808,4430.138356,87.7294178937574,32.95211181640627,5.025,38627.92055,4.751085193,1.35944252,108.9728693
25,8449,Salmonella,2011/6/29,2011/7/22,6,MA,Massachusetts,Bristol,Middlesex,Suffolk,,,,,,,,,,,,,,,,,75.65684524,85.36815476,66.925,63.07916667,1011.750794,1009.022917,5.859791667,11.815625,0.063462302,0.0,0.103174603,0.204365079,0.0,0.0,0.060515873,0.0,36.44589041,65168.35616,65.08479389454303,2.727877000000035,5.955833333000001,61643.8726,5.884034197,0.180180249,4996.654351
26,8454,Salmonella,2011/6/4,2011/6/4,25,PA,Pennsylvania,Allegheny,,,,,,,,,,,,,,,,,,,68.8,85.45,49.5,49.25,1020.15,975.35,4.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.15753425,51921.38356,49.73533482555271,44.799999999999955,8.8,49021.93151,6.190101625,0.072779456,1675.611005
27,8709,Salmonella,2011/7/17,2011/7/18,8,MA,Massachusetts,Suffolk,,,,,,,,,,,,,,,,,,,81.2,91.0,71.175,62.55,1014.8,1013.9,11.0,16.05,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,31.6,74922.57671,53.25105018508688,0.8999999999999773,5.050000000000001,51071.86712,7.778392545,0.120308185,12182.22257
28,8252,Salmonella,2011/5/3,2011/8/22,15,MN,Minnesota,Hennepin,Martin,Olmsted,Ramsey,Washington,,,,,,,,,,,,,,,68.99919218,79.78596939,59.47270408,57.03301446,1011.941607,977.33875,6.90894983,14.25172194,0.149471088,0.0,0.06037415,0.427721088,0.00127551,0.00255102,0.215561224,0.0,37.88219178,28041.43808,65.7057534536071,34.60285699999997,7.342772109999999,60677.30219,4.609357587,0.743780201,1247.055938
29,8255,Salmonella,2011/6/26,2011/7/1,8,MN,Minnesota,Winona,,,,,,,,,,,,,,,,,,,73.26666667,84.2,64.1,59.8,1014.3907470703125,988.6833333,4.816666667,12.36666667,0.0,0.0,0.166666667,0.166666667,0.0,0.0,0.0,0.0,32.55082192,4266.483562,62.78188124117195,25.70741377031254,7.550000003000001,44537.6863,7.18430621,1.417071925,82.00082995
30,8287,Salmonella,2011/7/17,2011/7/21,21,NY,New York,Livingston,,,,,,,,,,,,,,,,,,,81.0,95.56,67.84,65.18,1013.58,989.28,5.56,11.42,0.002,0.0,0.0,0.2,0.0,0.0,0.0,0.0,39.1260274,5416.068493,58.7602067493858,24.300000000000068,5.86,52386.61644,5.266810241,1.740443441,103.5465826
31,8340,Salmonella,2011/7/10,2011/7/15,42,CT,Connecticut,Hartford,,,,,,,,,,,,,,,,,,,76.49166667,88.55833333,63.5,59.475,1011.7,1008.141667,5.475,11.64166667,0.009166667,0.0,0.0,0.083333333,0.0,0.0,0.0,0.0,39.6409589,38039.14247,55.7318831719528,3.5583330000000615,6.16666667,63255.79589,5.091378286,0.147155039,1209.635808
32,8341,Salmonella,2011/6/24,2011/7/9,7,CT,Connecticut,New Haven,,,,,,,,,,,,,,,,,,,71.5140625,79.85625,63.4,61.69583333,1012.279167,1002.633333,4.128125,9.8828125,0.085260417,0.0,0.109375,0.265625,0.0,0.0,0.109375,0.0,38.85,35962.0,71.23051133523886,9.645834000000036,5.7546875,61805.5,4.783291713,0.15688169,1418.873964
33,8348,Salmonella,2011/7/9,2011/7/15,10,NY,New York,Erie,,,,,,,,,,,,,,,,,,,73.35714286,81.32857143,64.24285714,58.34285714,1013.714286,988.4714286,6.985714286,12.98571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.09424658,30912.13425,59.41847366249646,25.242857400000048,6.000000004,48047.27671,6.188592476,0.11052882,882.8134973
34,8379,Salmonella,2011/4/15,2011/4/19,14,CA,California,Butte,,,,,,,,,,,,,,,,,,,59.78,68.96,53.39,50.1,1017.7,1009.75,3.85,9.61,0.033,0.0,0.0,0.4,0.0,0.0,0.0,0.0,37.2,14436.10137,70.32750098979244,7.9500000000000455,5.76,43029.33699,6.853919643,1.631900504,133.8935363
35,8398,Salmonella,2011/2/27,2011/11/26,5,MA,Massachusetts,Middlesex,Plymouth,Suffolk,,,,,,,,,,,,,,,,,58.77212454,67.73628205,51.14615385,48.64142247,1015.187332,1012.101832,6.621855922,13.10503663,0.114485348,0.0,0.096153846,0.362637363,0.028571429,0.000732601,0.056227106,0.0,36.86246575,64777.73059,69.04408289611686,3.0855000000000246,6.483180708000001,67803.6411,5.577435484,0.167202349,4915.442256
36,8416,Salmonella,2011/7/26,2011/8/27,31,MN,Minnesota,Wright,,,,,,,,,,,,,,,,,,,71.71060606,81.41818182,62.73787879,63.48333333,1015.4693603515625,977.2030303,3.192424242,11.16060606,0.088,0.0,0.090909091,0.378787879,0.0,0.0,0.227272727,0.0,34.21671233,7613.912329,75.34810616956187,38.26633005156248,7.968181818,68628.64932,4.759305842,0.42499652,183.8981763
37,8488,Salmonella,2011/9/4,2011/9/5,12,IL,Illinois,Kane,,,,,,,,,,,,,,,,,,,62.35,69.0,54.5,52.95,1016.15,990.25,8.45,16.5,0.025,0.0,0.0,0.5,0.0,0.0,0.0,0.0,34.26438356,29577.87671,71.33739239367193,25.899999999999977,8.05,68323.59589,4.39391888,0.19073308,970.8100857
38,8495,Salmonella,2011/9/7,2011/9/7,8,IL,Illinois,Stephenson,,,,,,,,,,,,,,,,,,,54.6,69.8,41.0,44.8,1017.679931640625,992.2,4.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.09452055,2206.027397,69.43323500747955,25.479931640624955,7.7,43337.39726,5.291622904,1.368109801,84.62371718
39,8517,Salmonella,2011/9/2,2011/9/2,37,OH,Ohio,Cuyahoga,,,,,,,,,,,,,,,,,,,80.725,91.625,73.0,72.53333333,1014.5,987.5333333,3.475,6.525,0.0425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.76575342,44865.60274,76.24994402439378,26.96666670000002,3.0500000000000003,43762.45205,5.710349588,0.097405178,2823.804887
40,8540,Salmonella,2011/4/23,2011/5/11,12,CA,California,Los Angeles,,,,,,,,,,,,,,,,,,,63.56954887,73.8762406,54.28393484,40.93856275,1014.808738,977.7764845,7.382631579,14.86967419,0.001766917,0.0,0.061152882,0.050626566,0.0,0.0,0.0,0.0,34.49972603,283002.2904,43.461603423038675,37.03225349999991,7.487042611,56001.94521,5.192383542,0.329212247,2409.605443
41,8548,Salmonella,2011/6/29,2011/6/30,9,VA,Virginia,Chesterfield,,,,,,,,,,,,,,,,,,,78.25,91.4,69.8,61.35,1016.1640625,995.8897705078125,4.1,8.45,0.17,0.0,0.0,0.0,0.0,0.0,0.5,0.0,37.05164384,20990.96164,56.20951680499273,20.2742919921875,4.35,72112.07534,4.143296792,0.099861951,734.3277445
42,8549,Salmonella,2011/6/25,2011/6/25,35,VA,Virginia,Prince Edward,,,,,,,,,,,,,,,,,,,75.36,85.94,63.28,61.93,1011.4,983.89,3.11,10.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.50356164,3311.939726,63.12688088106534,27.50999999999999,7.48,36500.64932,6.328948027,1.412823787,65.41411386
43,8599,Salmonella,2011/8/11,2011/8/20,15,NY,New York,Westchester,,,,,,,,,,,,,,,,,,,71.14,80.17,63.9,62.02,1013.04,998.87,4.29,9.46,0.357,0.0,0.1,0.6,0.0,0.0,0.2,0.0,39.77534247,37005.34932,72.96778274725537,14.169999999999959,5.170000000000001,80035.64384,3.984451944,0.090905055,2186.365663
44,8602,Salmonella,2011/8/10,2011/8/10,5,NY,New York,Bronx,,,,,,,,,,,,,,,,,,,75.96666667,84.73333333,69.36666667,66.25,1001.533333,997.1,5.55,13.95,0.756666667,0.0,0.333333333,0.333333333,0.0,0.0,0.0,0.0,32.6,64259.04932,71.94316571946112,4.433332999999948,8.399999999999999,34452.05479,5.893612115,0.187543173,32522.54899
45,8610,Salmonella,2011/7/14,2011/8/12,64,CA,California,San Diego,,,,,,,,,,,,,,,,,,,67.82143056,75.74029167,61.37443056,57.35258242,1013.083892,994.2463889,4.764680556,10.26068056,0.00225,0.0,0.039861111,0.029305556,0.0,0.0,0.0,0.0,34.54260274,171469.6849,69.20447797220852,18.837503099999935,5.496000004000001,63404.70959,5.663978792,0.499259465,722.3880773
46,8613,Salmonella,2011/3/17,2011/3/18,5,FL,Florida,Palm Beach,,,,,,,,,,,,,,,,,,,74.725,81.75,62.7,56.7,1023.3,1023.075,6.825,11.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.25808219,70910.43699,53.50495431399938,0.22499999999990905,4.95,53011.99041,6.398821695,0.812232508,663.6827218
47,8634,Salmonella,2011/8/20,2011/9/19,7,KS,Kansas,Douglas,Johnson,Reno,Riley,,,,,,,,,,,,,,,,72.99124424,86.94101382,61.19262673,55.97795699,1014.813441,974.5819355,6.232903226,12.62645161,0.067542243,0.0,0.055299539,0.262672811,0.0,0.0,0.092165899,0.0,31.99924658,16854.19726,55.24329907372601,40.231505500000026,6.393548384,50483.7589,6.757699547,0.466046101,383.0658187
48,8635,Salmonella,2011/9/7,2011/9/28,8,KS,Kansas,Lyon,,,,,,,,,,,,,,,,,,,63.95909091,78.55454545,52.07727273,48.99545455,1017.5,974.2954545,6.513636364,13.47727273,0.088636364,0.0,0.0,0.409090909,0.0,0.0,0.090909091,0.0,31.87136986,3353.69863,58.243552773656134,43.204545499999995,6.963636365999999,37216.74932,6.042853017,1.414998075,41.1291934
49,8646,Salmonella,2011/9/8,2011/9/9,6,VA,Virginia,Prince William,,,,,,,,,,,,,,,,,,,73.325,80.195,68.325,70.245,1012.0,1003.64,2.825,8.16,3.555,0.0,1.0,1.0,0.0,0.0,1.0,0.0,33.33109589,35511.32466,90.1164091381861,8.360000000000014,5.335,92476.48082,3.745028481,0.072923691,1138.983264
50,8663,Salmonella,2011/8/10,2011/10/18,8,MN,Minnesota,Hennepin,Steele,Washington,,,,,,,,,,,,,,,,,63.79621429,75.40807143,53.71378571,50.70242857,1015.044286,980.9757143,6.0605,13.22135714,0.047121429,0.0,0.122857143,0.317857143,0.002857143,0.0,0.08,0.0,37.24593607,30550.69635,62.41587962710471,34.06857170000001,7.16085714,65655.85068,4.660806949,0.485932608,916.9032953
51,8675,Salmonella,2011/9/5,2011/9/5,13,GA,Georgia,Clarke,,,,,,,,,,,,,,,,,,,73.9,88.0,69.1,69.2,1008.9,980.4,7.4,12.0,0.03,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.76794521,15328.34247,85.30245449115438,28.5,4.6,34220.30411,9.37478199,0.58849615,968.2055484
52,8686,Salmonella,2011/9/16,2011/9/26,68,SC,South Carolina,York,,,,,,,,,,,,,,,,,,,67.06363636,76.09090909,61.73636364,62.71818182,1019.345455,995.9090909,2.781818182,8.272727273,0.310909091,0.0,0.363636364,0.727272727,0.0,0.0,0.181818182,0.0,36.7830137,13869.45753,85.9629438051595,23.43636409999999,5.490909090999999,52370.78356,6.039240937,0.361132347,318.4271936
53,8693,Salmonella,2011/9/24,2011/9/27,5,ID,Idaho,Nez Perce,,,,,,,,,,,,,,,,,,,64.67,78.6875,53.6875,39.04,1011.9325,913.4225,6.055,13.77,0.025,0.0,0.0,0.5,0.0,0.0,0.0,0.0,40.65287671,2942.40137,38.845672365703074,98.50999999999999,7.715,44433.33562,6.718148571,0.79574635,45.91423726
54,8721,Salmonella,2011/8/24,2011/9/1,6,MI,Michigan,Wayne,,,,,,,,,,,,,,,,,,,71.9,83.6,61.86944444,59.34722222,1013.7,990.5138889,5.655555556,12.09166667,0.04212963,0.0,0.055555556,0.25,0.0,0.0,0.055555556,0.0,36.6369863,53676.0274,64.68674908960614,23.186111100000062,6.436111114,42119.42466,6.572257664,0.237810647,3041.101844
55,8762,Salmonella,2011/10/16,2011/10/16,7,IA,Iowa,Marshall,,,,,,,,,,,,,,,,,,,51.0,63.0,43.0,36.7,1011.9,959.1544189453125,8.9,19.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.37917808,2195.758904,57.888374083089154,52.74558105468748,10.1,45744.01096,4.59182882,1.019952203,70.19492493
56,8841,Salmonella,2011/9/17,2011/9/18,35,MI,Michigan,Hillsdale,,,,,,,,,,,,,,,,,,,56.2,68.0,47.3,46.9,1014.2466430664062,983.2,5.8,13.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,39.87178082,2471.846575,70.94036433818583,31.046643066406205,7.2,43031.94521,4.226775496,1.531293198,78.53719664
57,8945,Salmonella,2011/9/23,2011/10/10,32,FL,Florida,Lee,,,,,,,,,,,,,,,,,,,78.56064815,86.35925926,72.27685185,68.82777778,1013.827778,1012.969444,5.926388889,11.9212963,0.205925926,0.0,0.069444444,0.268518519,0.0,0.0,0.157407407,0.0,44.69917808,44056.64247,72.16466528631392,0.8583340000000135,5.994907411,49872.67123,6.767893462,0.444706329,775.7611548
58,8946,Salmonella,2011/10/15,2011/10/28,39,GA,Georgia,Coffee,,,,,,,,,,,,,,,,,,,64.22142857,78.28571429,52.05714286,53.50714286,1016.2802124023438,1006.421429,2.014285714,8.371428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.55794521,2088.586301,68.1859522480192,9.85878340234376,6.3571428569999995,35032.99315,5.943282246,3.274873477,72.58355545
59,9010,Salmonella,2011/9/20,2011/9/20,6,CA,California,Los Angeles,,,,,,,,,,,,,,,,,,,69.64375,80.325,60.34375,52.65714286,1013.15,974.8083333,4.375,10.1625,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,34.38383562,282843.1342,54.816903978712894,38.34166670000002,5.7875,55696.76712,5.149326738,0.325389235,2406.797964
60,9028,Salmonella,2011/5/20,2011/6/3,22,CA,California,Contra Costa,,,,,,,,,,,,,,,,,,,56.70888889,65.31111111,51.00888889,44.64666667,1016.284444,1014.486667,8.311111111,14.44,0.007555556,0.0,0.0,0.088888889,0.0,0.0,0.0,0.0,38.21945205,55319.48767,63.949345381603784,1.7977769999999964,6.128888888999999,78832.94521,4.58050302,0.226138317,1442.269131
61,9058,Salmonella,2011/11/25,2011/12/5,165,MS,Mississippi,Alcorn,,,,,,,,,,,,,,,,,,,45.15454545,56.70909091,36.74545455,36.86363636,1017.6368408203125,994.496826171875,5.809090909,12.62727273,0.0,0.0,0.0,0.454545455,0.090909091,0.0,0.0,0.0,39.2830137,2156.076712,72.54084447605717,23.1400146484375,6.818181821,32331.72329,4.013002058,1.086382525,91.79755312
62,9070,Salmonella,2011/7/20,2011/8/10,43,IN,Indiana,Lake,,,,,,,,,,,,,,,,,,,79.88181818,86.57272727,71.76363636,68.95909091,1015.2949829101562,991.15,6.395454545,12.54545455,0.0,0.0,0.0,0.227272727,0.0,0.0,0.136363636,0.0,36.98410959,24069.24247,69.42100901270935,24.144982910156273,6.150000005000001,49025.79452,5.846946843,0.198619607,991.6156976
63,9166,Salmonella,2011/7/15,2011/8/8,18,CA,California,Los Angeles,,,,,,,,,,,,,,,,,,,71.23575238,81.19906667,62.72830476,52.97751282,1012.25841,975.9456154,6.044575824,12.19190037,0.00232,0.0,0.062666667,0.010666667,0.0,0.0,0.005714286,0.0,34.4290411,282905.2164,52.54428786922115,36.312794600000075,6.147324546000001,55815.80822,5.166121945,0.326880481,2407.89308
64,9296,Salmonella,2011/7/3,2011/7/3,9,MD,Maryland,Prince George's,,,,,,,,,,,,,,,,,,,81.05,93.45,70.25,65.55,1013.6,1003.5,4.1,25.0,0.16,0.0,0.0,0.5,0.0,0.0,0.5,0.0,34.69917808,56858.07671,59.423649638546664,10.100000000000023,20.9,72344.51233,3.929526425,0.105459953,1774.668656
65,9716,Salmonella,2011/5/28,2011/5/28,11,OH,Ohio,Miami,,,,,,,,,,,,,,,,,,,63.07,75.1,55.69,57.05,1012.93,979.31,5.57,12.28,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.27835616,4803.010959,80.73410711837106,33.620000000000005,6.709999999999999,51465.97808,5.081441343,0.330601645,251.8993987
66,9868,Salmonella,2011/8/20,2011/8/20,5,CA,California,Orange,,,,,,,,,,,,,,,,,,,68.66666667,75.86666667,64.36666667,59.0,1012.2,1009.966667,5.033333333,8.933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.80931507,136417.3233,71.31588350818664,2.233333000000016,3.9000000000000004,74860.69589,4.973842966,0.328026688,3762.379473
67,9535,Salmonella,2011/11/23,2011/12/16,54,GA,Georgia,Lee,,,,,,,,,,,,,,,,,,,54.36291667,67.09666667,44.12583333,43.81375,1023.416667,1015.31875,4.61625,10.4825,0.014166667,0.0,0.041666667,0.25,0.0,0.0,0.0,0.0,35.61452055,2294.989041,67.45021925302424,8.097916999999939,5.86625,59697.81233,1.799445973,0.632744524,78.74632777
68,9567,Salmonella,2011/12/15,2011/12/21,5,NY,New York,Albany,,,,,,,,,,,,,,,,,,,34.54285714,45.68571429,23.42857143,24.77142857,1018.128571,1007.128571,9.071428571,15.7,0.022857143,0.0,0.0,0.571428571,0.142857143,0.0,0.0,0.0,38.1,22908.2,67.1112543030609,11.0,6.628571428999999,56147.87671,4.632210567,0.170204749,581.5404146
